,yr_id,full_name,jobs
,2030,"Transporation, Warehousing, and Utilities",26
,2030,Retail Trade,78
,2030,Wholesale Trade,46
,2030,Manufacturing,98
,2030,Construction,74
,2030,Agriculture and Mining,100
,2030,Military,78
,2025,Self-Employed,98
,2025,Government,75
,2025,Office Services,75
,2025,Leisure and Hospitality,54
,2025,Education and Healthcare,31
,2025,Professional and Business Services,74
,2025,Finance and Real Estate,52
,2025,Information,94
,2025,"Transporation, Warehousing, and Utilities",29
,2025,Retail Trade,66
,2025,Wholesale Trade,41
,2025,Manufacturing,97
,2025,Construction,28
,2025,Agriculture and Mining,50
,2025,Military,91
,2020,Self-Employed,43
,2020,Government,21
,2020,Office Services,87
,2020,Leisure and Hospitality,38
,2020,Education and Healthcare,54
,2020,Professional and Business Services,86
,2020,Finance and Real Estate,41
,2020,Information,69
,2020,"Transporation, Warehousing, and Utilities",84
,2020,Retail Trade,63
,2020,Wholesale Trade,36
,2020,Manufacturing,33
,2020,Construction,68
,2020,Agriculture and Mining,38
,2020,Military,99
,2015,Self-Employed,23
,2015,Government,82
,2015,Office Services,94
,2015,Leisure and Hospitality,82
,2015,Education and Healthcare,49
,2015,Professional and Business Services,39
,2015,Finance and Real Estate,54
,2015,Information,71
,2015,"Transporation, Warehousing, and Utilities",87
,2015,Retail Trade,21
,2015,Wholesale Trade,88
,2015,Manufacturing,38
,2015,Construction,67
,2015,Agriculture and Mining,80
,2015,Military,45
,2008,Self-Employed,42
,2008,Government,25
,2008,Office Services,55
,2008,Leisure and Hospitality,31
,2008,Education and Healthcare,69
,2008,Professional and Business Services,86
,2008,Finance and Real Estate,40
,2008,Information,58
,2008,"Transporation, Warehousing, and Utilities",20
,2008,Retail Trade,71
,2008,Wholesale Trade,67
,2008,Manufacturing,79
,2008,Construction,53
,2008,Agriculture and Mining,56
,2008,Military,71
,2050,Self-Employed,68
,2050,Government,51
,2050,Office Services,20
,2050,Leisure and Hospitality,23
,2050,Education and Healthcare,28
,2050,Professional and Business Services,99
,2050,Finance and Real Estate,96
,2050,Information,23
,2050,"Transporation, Warehousing, and Utilities",100
,2050,Retail Trade,55
,2050,Wholesale Trade,83
,2050,Manufacturing,26
,2050,Construction,70
,2050,Agriculture and Mining,71
,2050,Military,62
,2045,Self-Employed,100
,2045,Government,34
,2045,Office Services,23
,2045,Leisure and Hospitality,21
,2045,Education and Healthcare,21
,2045,Professional and Business Services,80
,2045,Finance and Real Estate,24
,2045,Information,72
,2045,"Transporation, Warehousing, and Utilities",91
,2045,Retail Trade,44
,2045,Wholesale Trade,81
,2045,Manufacturing,64
,2045,Construction,73
,2045,Agriculture and Mining,36
,2045,Military,44
,2040,Self-Employed,70
,2040,Government,78
,2040,Office Services,70
,2040,Leisure and Hospitality,30
,2040,Education and Healthcare,68
,2040,Professional and Business Services,83
,2040,Finance and Real Estate,36
,2040,Information,82
,2040,"Transporation, Warehousing, and Utilities",92
,2040,Retail Trade,25
,2040,Wholesale Trade,37
,2040,Manufacturing,72
,2040,Construction,41
,2040,Agriculture and Mining,70
,2040,Military,60
,2035,Self-Employed,38
,2035,Government,20
,2035,Office Services,84
,2035,Leisure and Hospitality,79
,2035,Education and Healthcare,99
,2035,Professional and Business Services,90
,2035,Finance and Real Estate,83
,2035,Information,73
,2035,"Transporation, Warehousing, and Utilities",87
,2035,Retail Trade,25
,2035,Wholesale Trade,81
,2035,Manufacturing,44
,2035,Construction,32
,2035,Agriculture and Mining,73
,2035,Military,59
,2030,Self-Employed,32
,2030,Government,32
,2030,Office Services,69
,2030,Leisure and Hospitality,96
,2030,Education and Healthcare,97
,2030,Professional and Business Services,93
,2030,Finance and Real Estate,87
,2030,Information,23
,2030,"Transporation, Warehousing, and Utilities",22
,2030,Retail Trade,88
,2030,Wholesale Trade,55
,2030,Manufacturing,33
,2030,Construction,89
,2030,Agriculture and Mining,73
,2030,Military,28
,2025,Self-Employed,52
,2025,Government,72
,2025,Office Services,85
,2025,Leisure and Hospitality,62
,2025,Education and Healthcare,90
,2025,Professional and Business Services,71
,2025,Finance and Real Estate,36
,2025,Information,91
,2025,"Transporation, Warehousing, and Utilities",78
,2025,Retail Trade,87
,2025,Wholesale Trade,22
,2025,Manufacturing,42
,2025,Construction,43
,2025,Agriculture and Mining,37
,2025,Military,33
,2020,Self-Employed,59
,2020,Government,71
,2020,Office Services,71
,2020,Leisure and Hospitality,100
,2020,Education and Healthcare,32
,2020,Professional and Business Services,34
,2020,Finance and Real Estate,98
,2020,Information,47
,2020,"Transporation, Warehousing, and Utilities",49
,2020,Retail Trade,71
,2020,Wholesale Trade,23
,2020,Manufacturing,71
,2020,Construction,72
,2020,Agriculture and Mining,62
,2020,Military,47
,2015,Self-Employed,29
,2015,Government,89
,2015,Office Services,85
,2015,Leisure and Hospitality,54
,2015,Education and Healthcare,92
,2015,Professional and Business Services,28
,2015,Finance and Real Estate,59
,2015,Information,42
,2015,"Transporation, Warehousing, and Utilities",84
,2015,Retail Trade,81
,2015,Wholesale Trade,61
,2015,Manufacturing,40
,2015,Construction,73
,2015,Agriculture and Mining,44
,2015,Military,43
,2008,Self-Employed,33
,2008,Government,46
,2008,Office Services,92
,2008,Leisure and Hospitality,92
,2008,Education and Healthcare,54
,2008,Professional and Business Services,48
,2008,Finance and Real Estate,54
,2008,Information,93
,2008,"Transporation, Warehousing, and Utilities",63
,2008,Retail Trade,78
,2008,Wholesale Trade,53
,2008,Manufacturing,78
,2008,Construction,55
,2008,Agriculture and Mining,81
,2008,Military,48
,2050,Self-Employed,30
,2050,Government,59
,2050,Office Services,34
,2050,Leisure and Hospitality,92
,2050,Education and Healthcare,57
,2050,Professional and Business Services,20
,2050,Finance and Real Estate,98
,2050,Information,53
,2050,"Transporation, Warehousing, and Utilities",47
,2050,Retail Trade,39
,2050,Wholesale Trade,33
,2050,Manufacturing,21
,2050,Construction,78
,2050,Agriculture and Mining,45
,2050,Military,62
,2045,Self-Employed,55
,2045,Government,90
,2045,Office Services,67
,2045,Leisure and Hospitality,35
,2045,Education and Healthcare,37
,2045,Professional and Business Services,27
,2045,Finance and Real Estate,34
,2045,Information,70
,2045,"Transporation, Warehousing, and Utilities",93
,2045,Retail Trade,25
,2045,Wholesale Trade,80
,2045,Manufacturing,46
,2045,Construction,49
,2045,Agriculture and Mining,35
,2045,Military,37
,2040,Self-Employed,76
,2040,Government,70
,2040,Office Services,45
,2040,Leisure and Hospitality,21
,2040,Education and Healthcare,77
,2040,Professional and Business Services,52
,2040,Finance and Real Estate,81
,2040,Information,85
,2040,"Transporation, Warehousing, and Utilities",76
,2040,Retail Trade,56
,2040,Wholesale Trade,95
,2040,Manufacturing,90
,2040,Construction,27
,2040,Agriculture and Mining,67
,2040,Military,34
,2035,Self-Employed,38
,2035,Government,40
,2035,Office Services,21
,2035,Leisure and Hospitality,50
,2035,Education and Healthcare,62
,2035,Professional and Business Services,38
,2035,Finance and Real Estate,77
,2035,Information,28
,2035,"Transporation, Warehousing, and Utilities",58
,2035,Retail Trade,34
,2035,Wholesale Trade,50
,2035,Manufacturing,40
,2035,Construction,30
,2035,Agriculture and Mining,51
,2035,Military,78
,2030,Self-Employed,54
,2030,Government,67
,2030,Office Services,83
,2030,Leisure and Hospitality,82
,2030,Education and Healthcare,63
,2030,Professional and Business Services,78
,2030,Finance and Real Estate,47
,2030,Information,36
,2030,"Transporation, Warehousing, and Utilities",20
,2030,Retail Trade,26
,2030,Wholesale Trade,61
,2030,Manufacturing,31
,2030,Construction,59
,2030,Agriculture and Mining,75
,2030,Military,29
,2025,Self-Employed,37
,2025,Government,34
,2025,Office Services,45
,2025,Leisure and Hospitality,88
,2025,Education and Healthcare,60
,2025,Professional and Business Services,79
,2025,Finance and Real Estate,24
,2025,Information,24
,2025,"Transporation, Warehousing, and Utilities",94
,2025,Retail Trade,84
,2025,Wholesale Trade,26
,2025,Manufacturing,92
,2025,Construction,47
,2025,Agriculture and Mining,47
,2025,Military,26
,2020,Self-Employed,30
,2020,Government,50
,2020,Office Services,89
,2020,Leisure and Hospitality,71
,2020,Education and Healthcare,86
,2020,Professional and Business Services,38
,2020,Finance and Real Estate,74
,2020,Information,74
,2020,"Transporation, Warehousing, and Utilities",62
,2020,Retail Trade,58
,2020,Wholesale Trade,74
,2020,Manufacturing,25
,2020,Construction,75
,2020,Agriculture and Mining,78
,2015,Self-Employed,66
,2015,Government,37
,2015,Office Services,23
,2015,Leisure and Hospitality,66
,2015,Education and Healthcare,49
,2015,Professional and Business Services,34
,2015,Finance and Real Estate,26
,2015,Information,89
,2015,"Transporation, Warehousing, and Utilities",42
,2015,Retail Trade,39
,2015,Wholesale Trade,92
,2015,Manufacturing,42
,2015,Construction,70
,2015,Agriculture and Mining,62
,2015,Military,41
,2008,Self-Employed,90
,2008,Government,21
,2008,Office Services,65
,2008,Leisure and Hospitality,96
,2008,Education and Healthcare,45
,2008,Professional and Business Services,98
,2008,Finance and Real Estate,84
,2008,Information,74
,2008,"Transporation, Warehousing, and Utilities",62
,2008,Retail Trade,28
,2008,Wholesale Trade,24
,2008,Manufacturing,28
,2008,Construction,47
,2008,Agriculture and Mining,71
,2008,Military,75
,2050,Self-Employed,81
,2050,Government,90
,2050,Office Services,71
,2050,Leisure and Hospitality,97
,2050,Education and Healthcare,90
,2050,Professional and Business Services,44
,2050,Finance and Real Estate,31
,2050,Information,48
,2050,"Transporation, Warehousing, and Utilities",54
,2050,Retail Trade,39
,2050,Wholesale Trade,52
,2050,Manufacturing,22
,2050,Construction,38
,2050,Agriculture and Mining,61
,2050,Military,80
,2045,Self-Employed,48
,2045,Government,49
,2045,Office Services,91
,2045,Leisure and Hospitality,38
,2045,Education and Healthcare,87
,2045,Professional and Business Services,65
,2045,Finance and Real Estate,29
,2045,Information,69
,2045,"Transporation, Warehousing, and Utilities",40
,2045,Retail Trade,46
,2045,Wholesale Trade,43
,2045,Manufacturing,36
,2045,Construction,36
,2045,Agriculture and Mining,91
,2045,Military,24
,2040,Self-Employed,82
,2040,Government,98
,2040,Office Services,99
,2040,Leisure and Hospitality,100
,2040,Education and Healthcare,32
,2040,Professional and Business Services,65
,2040,Finance and Real Estate,85
,2040,Information,24
,2040,"Transporation, Warehousing, and Utilities",94
,2040,Retail Trade,99
,2040,Wholesale Trade,31
,2040,Manufacturing,39
,2040,Construction,100
,2040,Agriculture and Mining,53
,2040,Military,42
,2035,Self-Employed,92
,2035,Government,71
,2035,Office Services,80
,2035,Leisure and Hospitality,78
,2035,Education and Healthcare,79
,2035,Professional and Business Services,79
,2020,Military,35
,2035,Finance and Real Estate,84
,2035,Information,30
,2035,"Transporation, Warehousing, and Utilities",59
,2035,Retail Trade,95
,2035,Wholesale Trade,80
,2035,Manufacturing,84
,2035,Construction,22
,2035,Agriculture and Mining,20
,2035,Military,76
,2030,Self-Employed,46
,2030,Government,23
,2030,Office Services,82
,2030,Leisure and Hospitality,34
,2030,Education and Healthcare,81
,2030,Professional and Business Services,72
,2030,Finance and Real Estate,32
,2030,Information,62
,2030,"Transporation, Warehousing, and Utilities",92
,2030,Retail Trade,65
,2030,Wholesale Trade,71
,2030,Manufacturing,42
,2030,Construction,86
,2030,Agriculture and Mining,44
,2030,Military,85
,2025,Self-Employed,43
,2025,Government,57
,2025,Office Services,81
,2025,Leisure and Hospitality,24
,2025,Education and Healthcare,93
,2025,Professional and Business Services,78
,2025,Finance and Real Estate,80
,2025,Information,78
,2025,"Transporation, Warehousing, and Utilities",25
,2025,Retail Trade,75
,2025,Wholesale Trade,94
,2025,Manufacturing,60
,2025,Construction,74
,2025,Agriculture and Mining,70
,2025,Military,28
,2020,Self-Employed,62
,2020,Government,46
,2020,Office Services,91
,2020,Leisure and Hospitality,82
,2020,Education and Healthcare,42
,2020,Professional and Business Services,38
,2020,Finance and Real Estate,20
,2020,Information,66
,2020,"Transporation, Warehousing, and Utilities",28
,2020,Retail Trade,35
,2020,Wholesale Trade,22
,2020,Manufacturing,59
,2020,Construction,81
,2020,Agriculture and Mining,50
,2020,Military,21
,2015,Self-Employed,67
,2015,Government,68
,2015,Office Services,53
,2015,Leisure and Hospitality,37
,2015,Education and Healthcare,48
,2015,Professional and Business Services,23
,2015,Finance and Real Estate,70
,2015,Information,99
,2015,"Transporation, Warehousing, and Utilities",38
,2015,Retail Trade,85
,2015,Wholesale Trade,65
,2015,Manufacturing,64
,2015,Construction,63
,2015,Agriculture and Mining,40
,2015,Military,72
,2008,Self-Employed,51
,2008,Government,89
,2008,Office Services,86
,2008,Leisure and Hospitality,90
,2008,Education and Healthcare,31
,2008,Professional and Business Services,52
,2008,Finance and Real Estate,88
,2008,Information,49
,2008,"Transporation, Warehousing, and Utilities",50
,2008,Retail Trade,77
,2008,Wholesale Trade,37
,2008,Manufacturing,87
,2008,Construction,26
,2008,Agriculture and Mining,53
,2008,Military,32
,2050,Self-Employed,65
,2050,Government,23
,2050,Office Services,52
,2050,Leisure and Hospitality,56
,2050,Education and Healthcare,80
,2050,Professional and Business Services,41
,2050,Finance and Real Estate,75
,2050,Information,43
,2050,"Transporation, Warehousing, and Utilities",90
,2050,Retail Trade,21
,2050,Wholesale Trade,66
,2050,Manufacturing,99
,2050,Construction,52
,2050,Agriculture and Mining,24
,2050,Military,72
,2045,Self-Employed,41
,2045,Government,43
,2045,Office Services,66
,2045,Leisure and Hospitality,92
,2045,Education and Healthcare,92
,2045,Professional and Business Services,67
,2045,Finance and Real Estate,24
,2045,Information,78
,2045,"Transporation, Warehousing, and Utilities",89
,2045,Retail Trade,52
,2045,Wholesale Trade,63
,2045,Manufacturing,41
,2045,Construction,91
,2045,Agriculture and Mining,71
,2045,Military,35
,2040,Self-Employed,29
,2040,Government,46
,2040,Office Services,64
,2040,Leisure and Hospitality,62
,2040,Education and Healthcare,81
,2040,Professional and Business Services,91
,2040,Finance and Real Estate,64
,2040,Information,86
,2040,"Transporation, Warehousing, and Utilities",53
,2040,Retail Trade,91
,2040,Wholesale Trade,74
,2040,Manufacturing,66
,2040,Construction,92
,2040,Agriculture and Mining,38
,2040,Military,42
,2035,Self-Employed,28
,2035,Government,87
,2035,Office Services,89
,2035,Leisure and Hospitality,58
,2035,Education and Healthcare,82
,2035,Professional and Business Services,41
,2035,Finance and Real Estate,39
,2035,Information,62
,2035,"Transporation, Warehousing, and Utilities",59
,2035,Retail Trade,26
,2035,Wholesale Trade,48
,2035,Manufacturing,76
,2035,Construction,57
,2035,Agriculture and Mining,99
,2035,Military,78
,2030,Self-Employed,63
,2030,Government,56
,2030,Office Services,65
,2030,Leisure and Hospitality,27
,2030,Education and Healthcare,39
,2030,Professional and Business Services,71
,2030,Finance and Real Estate,52
,2030,Information,29
,2030,"Transporation, Warehousing, and Utilities",72
,2030,Retail Trade,36
,2030,Wholesale Trade,45
,2030,Manufacturing,60
,2030,Construction,34
,2030,Agriculture and Mining,71
,2030,Military,26
,2025,Self-Employed,77
,2025,Government,75
,2025,Office Services,65
,2025,Leisure and Hospitality,75
,2025,Education and Healthcare,100
,2025,Professional and Business Services,29
,2025,Finance and Real Estate,45
,2025,Information,72
,2025,"Transporation, Warehousing, and Utilities",85
,2025,Retail Trade,40
,2025,Wholesale Trade,32
,2025,Manufacturing,85
,2025,Construction,25
,2025,Agriculture and Mining,29
,2025,Military,46
,2020,Self-Employed,33
,2020,Government,83
,2020,Office Services,74
,2020,Leisure and Hospitality,21
,2020,Education and Healthcare,71
,2020,Professional and Business Services,50
,2020,Finance and Real Estate,24
,2020,Information,100
,2020,"Transporation, Warehousing, and Utilities",86
,2020,Retail Trade,92
,2020,Wholesale Trade,44
,2020,Manufacturing,29
,2020,Construction,94
,2020,Agriculture and Mining,51
,2020,Military,92
,2015,Self-Employed,80
,2015,Government,90
,2015,Office Services,62
,2015,Leisure and Hospitality,61
,2015,Education and Healthcare,98
,2015,Professional and Business Services,57
,2015,Finance and Real Estate,31
,2015,Information,28
,2015,"Transporation, Warehousing, and Utilities",27
,2015,Retail Trade,46
,2015,Wholesale Trade,60
,2015,Manufacturing,29
,2015,Construction,49
,2015,Agriculture and Mining,67
,2015,Military,60
,2008,Self-Employed,43
,2008,Government,98
,2008,Office Services,87
,2008,Leisure and Hospitality,67
,2008,Education and Healthcare,65
,2008,Professional and Business Services,96
,2008,Finance and Real Estate,61
,2008,Information,93
,2008,"Transporation, Warehousing, and Utilities",37
,2008,Retail Trade,53
,2008,Wholesale Trade,69
,2008,Manufacturing,87
,2008,Construction,82
,2008,Agriculture and Mining,45
,2008,Military,69
,2050,Self-Employed,90
,2050,Government,73
,2050,Office Services,41
,2050,Leisure and Hospitality,28
,2050,Education and Healthcare,64
,2050,Professional and Business Services,82
,2050,Finance and Real Estate,78
,2050,Information,67
,2050,"Transporation, Warehousing, and Utilities",62
,2050,Retail Trade,89
,2050,Wholesale Trade,99
,2050,Manufacturing,37
,2050,Construction,75
,2050,Agriculture and Mining,75
,2050,Military,41
,2045,Self-Employed,93
,2045,Government,77
,2045,Office Services,95
,2045,Leisure and Hospitality,35
,2045,Education and Healthcare,87
,2045,Professional and Business Services,55
,2045,Finance and Real Estate,54
,2045,Information,46
,2045,"Transporation, Warehousing, and Utilities",74
,2045,Retail Trade,53
,2045,Wholesale Trade,97
,2045,Manufacturing,58
,2045,Construction,81
,2045,Agriculture and Mining,35
,2045,Military,94
,2040,Self-Employed,78
,2040,Government,90
,2040,Office Services,58
,2040,Leisure and Hospitality,47
,2040,Education and Healthcare,27
,2040,Professional and Business Services,71
,2040,Finance and Real Estate,66
,2040,Information,99
,2040,"Transporation, Warehousing, and Utilities",78
,2040,Retail Trade,86
,2040,Wholesale Trade,32
,2040,Manufacturing,60
,2040,Construction,34
,2040,Agriculture and Mining,65
,2040,Military,61
,2035,Self-Employed,39
,2035,Government,26
,2035,Office Services,44
,2035,Leisure and Hospitality,71
,2035,Education and Healthcare,73
,2035,Professional and Business Services,88
,2035,Finance and Real Estate,28
,2035,Information,85
,2035,"Transporation, Warehousing, and Utilities",70
,2035,Retail Trade,65
,2035,Wholesale Trade,66
,2035,Manufacturing,98
,2035,Construction,98
,2035,Agriculture and Mining,95
,2035,Military,46
,2030,Self-Employed,33
,2030,Government,66
,2030,Office Services,36
,2030,Leisure and Hospitality,57
,2030,Education and Healthcare,63
,2030,Professional and Business Services,24
,2030,Finance and Real Estate,62
,2030,Information,73
,2030,"Transporation, Warehousing, and Utilities",72
,2030,Retail Trade,71
,2030,Wholesale Trade,72
,2030,Manufacturing,87
,2030,Construction,38
,2030,Agriculture and Mining,85
,2030,Military,35
,2025,Self-Employed,69
,2025,Government,59
,2025,Office Services,58
,2025,Leisure and Hospitality,37
,2025,Education and Healthcare,26
,2025,Professional and Business Services,55
,2025,Finance and Real Estate,40
,2025,Information,27
,2025,"Transporation, Warehousing, and Utilities",32
,2025,Retail Trade,51
,2025,Wholesale Trade,59
,2025,Manufacturing,32
,2025,Construction,36
,2025,Agriculture and Mining,23
,2025,Military,42
,2020,Self-Employed,83
,2020,Government,39
,2020,Office Services,39
,2020,Leisure and Hospitality,81
,2020,Education and Healthcare,69
,2020,Professional and Business Services,49
,2020,Finance and Real Estate,80
,2020,Information,55
,2020,"Transporation, Warehousing, and Utilities",26
,2020,Retail Trade,24
,2020,Wholesale Trade,52
,2020,Manufacturing,34
,2020,Construction,50
,2020,Agriculture and Mining,26
,2020,Military,61
,2015,Self-Employed,36
,2015,Government,61
,2015,Office Services,41
,2015,Leisure and Hospitality,88
,2015,Education and Healthcare,51
,2015,Professional and Business Services,40
,2015,Finance and Real Estate,36
,2015,Information,32
,2015,"Transporation, Warehousing, and Utilities",52
,2015,Retail Trade,68
,2015,Wholesale Trade,73
,2015,Manufacturing,47
,2015,Construction,78
,2015,Agriculture and Mining,38
,2015,Military,94
,2008,Self-Employed,67
,2008,Government,74
,2008,Office Services,99
,2008,Leisure and Hospitality,52
,2008,Education and Healthcare,75
,2008,Professional and Business Services,64
,2008,Finance and Real Estate,24
,2008,Information,27
,2008,"Transporation, Warehousing, and Utilities",89
,2008,Retail Trade,55
,2008,Wholesale Trade,36
,2008,Manufacturing,68
,2008,Construction,67
,2008,Agriculture and Mining,23
,2008,Military,42
,2050,Self-Employed,96
,2050,Government,57
,2050,Office Services,65
,2050,Leisure and Hospitality,69
,2050,Education and Healthcare,78
,2050,Professional and Business Services,74
,2050,Finance and Real Estate,42
,2050,Information,42
,2050,"Transporation, Warehousing, and Utilities",99
,2050,Retail Trade,99
,2050,Wholesale Trade,81
,2050,Manufacturing,68
,2050,Construction,52
,2050,Agriculture and Mining,36
,2050,Military,72
,2045,Self-Employed,66
,2045,Government,87
,2045,Office Services,77
,2045,Leisure and Hospitality,21
,2045,Education and Healthcare,62
,2045,Professional and Business Services,85
,2045,Finance and Real Estate,60
,2045,Information,77
,2045,"Transporation, Warehousing, and Utilities",81
,2045,Retail Trade,44
,2045,Wholesale Trade,71
,2045,Manufacturing,23
,2045,Construction,52
,2045,Agriculture and Mining,80
,2045,Military,89
,2040,Self-Employed,77
,2040,Government,84
,2040,Office Services,41
,2040,Leisure and Hospitality,61
,2040,Education and Healthcare,85
,2040,Professional and Business Services,58
,2040,Finance and Real Estate,50
,2040,Information,23
,2040,"Transporation, Warehousing, and Utilities",67
,2040,Retail Trade,58
,2040,Wholesale Trade,24
,2040,Manufacturing,79
,2040,Construction,65
,2040,Agriculture and Mining,46
,2040,Military,89
,2035,Self-Employed,63
,2035,Government,28
,2035,Office Services,71
,2035,Leisure and Hospitality,100
,2035,Education and Healthcare,26
,2035,Professional and Business Services,50
,2035,Finance and Real Estate,38
,2035,Information,46
,2035,"Transporation, Warehousing, and Utilities",97
,2035,Retail Trade,27
,2035,Wholesale Trade,77
,2035,Manufacturing,95
,2035,Construction,31
,2035,Agriculture and Mining,72
,2035,Military,89
,2030,Self-Employed,91
,2030,Government,35
,2030,Office Services,50
,2030,Leisure and Hospitality,98
,2030,Education and Healthcare,84
,2030,Professional and Business Services,64
,2030,Finance and Real Estate,98
,2030,Information,25
,2030,"Transporation, Warehousing, and Utilities",92
,2030,Retail Trade,33
,2030,Wholesale Trade,24
,2030,Manufacturing,66
,2030,Construction,83
,2030,Agriculture and Mining,59
,2030,Military,32
,2025,Self-Employed,65
,2025,Government,54
,2025,Office Services,89
,2025,Leisure and Hospitality,24
,2025,Education and Healthcare,82
,2025,Professional and Business Services,49
,2025,Finance and Real Estate,33
,2025,Information,33
,2025,"Transporation, Warehousing, and Utilities",36
,2025,Retail Trade,36
,2025,Wholesale Trade,75
,2025,Manufacturing,100
,2025,Construction,28
,2025,Agriculture and Mining,64
,2025,Military,84
,2020,Self-Employed,67
,2020,Government,38
,2020,Office Services,56
,2020,Leisure and Hospitality,77
,2020,Education and Healthcare,25
,2020,Professional and Business Services,54
,2020,Finance and Real Estate,64
,2020,Information,96
,2020,"Transporation, Warehousing, and Utilities",40
,2020,Retail Trade,79
,2020,Wholesale Trade,35
,2020,Manufacturing,97
,2020,Construction,94
,2020,Agriculture and Mining,76
,2020,Military,34
,2015,Self-Employed,49
,2015,Government,73
,2015,Office Services,78
,2015,Leisure and Hospitality,64
,2015,Education and Healthcare,80
,2015,Professional and Business Services,35
,2015,Finance and Real Estate,61
,2015,Information,44
,2015,"Transporation, Warehousing, and Utilities",33
,2015,Retail Trade,33
,2015,Wholesale Trade,25
,2015,Manufacturing,73
,2015,Construction,92
,2015,Agriculture and Mining,52
,2015,Military,28
,2008,Self-Employed,37
,2008,Government,58
,2008,Office Services,65
,2008,Leisure and Hospitality,67
,2008,Education and Healthcare,23
,2008,Professional and Business Services,21
,2008,Finance and Real Estate,29
,2008,Information,79
,2008,"Transporation, Warehousing, and Utilities",21
,2008,Retail Trade,88
,2008,Wholesale Trade,54
,2008,Manufacturing,95
,2008,Construction,82
,2008,Agriculture and Mining,67
,2008,Military,72
,2050,Self-Employed,71
,2050,Government,90
,2050,Leisure and Hospitality,93
,2050,Education and Healthcare,60
,2050,Professional and Business Services,92
,2050,Finance and Real Estate,94
,2050,Information,39
,2050,"Transporation, Warehousing, and Utilities",99
,2050,Retail Trade,99
,2050,Wholesale Trade,21
,2050,Manufacturing,96
,2050,Construction,70
,2050,Agriculture and Mining,83
,2050,Military,32
,2045,Self-Employed,97
,2045,Government,62
,2045,Office Services,20
,2045,Leisure and Hospitality,21
,2045,Education and Healthcare,22
,2045,Professional and Business Services,74
,2045,Finance and Real Estate,71
,2045,Information,44
,2045,"Transporation, Warehousing, and Utilities",69
,2045,Retail Trade,60
,2045,Wholesale Trade,41
,2045,Manufacturing,50
,2045,Construction,57
,2045,Agriculture and Mining,86
,2045,Military,83
,2040,Self-Employed,23
,2040,Government,35
,2040,Office Services,98
,2040,Leisure and Hospitality,62
,2040,Education and Healthcare,50
,2040,Professional and Business Services,38
,2040,Finance and Real Estate,92
,2040,Information,79
,2040,"Transporation, Warehousing, and Utilities",73
,2040,Retail Trade,53
,2040,Wholesale Trade,43
,2040,Manufacturing,22
,2040,Construction,57
,2040,Agriculture and Mining,99
,2040,Military,45
,2035,Self-Employed,75
,2035,Government,83
,2035,Office Services,36
,2035,Leisure and Hospitality,77
,2035,Education and Healthcare,29
,2035,Professional and Business Services,54
,2035,Finance and Real Estate,95
,2035,Information,75
,2035,"Transporation, Warehousing, and Utilities",100
,2035,Retail Trade,74
,2035,Wholesale Trade,48
,2035,Manufacturing,94
,2035,Construction,85
,2035,Agriculture and Mining,63
,2035,Military,53
,2030,Self-Employed,54
,2030,Government,95
,2030,Office Services,97
,2030,Leisure and Hospitality,21
,2030,Education and Healthcare,87
,2030,Professional and Business Services,77
,2030,Finance and Real Estate,95
,2030,Information,72
,2030,"Transporation, Warehousing, and Utilities",50
,2030,Retail Trade,52
,2030,Wholesale Trade,32
,2030,Manufacturing,31
,2030,Construction,55
,2030,Agriculture and Mining,32
,2030,Military,78
,2025,Self-Employed,40
,2025,Government,80
,2025,Office Services,96
,2025,Leisure and Hospitality,28
,2025,Education and Healthcare,69
,2025,Professional and Business Services,43
,2025,Finance and Real Estate,62
,2025,Information,67
,2025,"Transporation, Warehousing, and Utilities",91
,2050,Office Services,92
,2025,Retail Trade,41
,2025,Wholesale Trade,87
,2025,Manufacturing,74
,2025,Construction,65
,2025,Agriculture and Mining,69
,2025,Military,95
,2020,Self-Employed,39
,2020,Government,91
,2020,Office Services,96
,2020,Leisure and Hospitality,56
,2020,Education and Healthcare,93
,2020,Professional and Business Services,86
,2020,Finance and Real Estate,59
,2020,Information,41
,2020,"Transporation, Warehousing, and Utilities",27
,2020,Retail Trade,22
,2020,Wholesale Trade,48
,2020,Manufacturing,50
,2020,Construction,50
,2020,Agriculture and Mining,97
,2020,Military,64
,2015,Self-Employed,80
,2015,Government,54
,2015,Office Services,68
,2015,Leisure and Hospitality,30
,2015,Education and Healthcare,70
,2015,Professional and Business Services,44
,2015,Finance and Real Estate,87
,2015,Information,98
,2015,"Transporation, Warehousing, and Utilities",29
,2015,Retail Trade,48
,2015,Wholesale Trade,56
,2015,Manufacturing,57
,2015,Construction,56
,2015,Agriculture and Mining,78
,2015,Military,68
,2008,Self-Employed,100
,2008,Government,39
,2008,Office Services,39
,2008,Leisure and Hospitality,34
,2008,Education and Healthcare,45
,2008,Professional and Business Services,46
,2008,Finance and Real Estate,43
,2008,Information,74
,2008,"Transporation, Warehousing, and Utilities",49
,2008,Retail Trade,85
,2008,Wholesale Trade,83
,2008,Manufacturing,36
,2008,Construction,20
,2008,Agriculture and Mining,33
,2008,Military,81
,2050,Self-Employed,43
,2050,Government,47
,2050,Office Services,32
,2050,Leisure and Hospitality,32
,2050,Education and Healthcare,98
,2050,Professional and Business Services,81
,2050,Finance and Real Estate,32
,2050,Information,36
,2050,"Transporation, Warehousing, and Utilities",52
,2050,Retail Trade,36
